TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
159.196009070,-192.672,15.6852,-20.4737,8.70436,1.76105,-4.90113,-3.18855,-1.07736,-2.15163,-0.757147,-0.606521,0.25814,-2.17463,-3.77799,-4.63396,-3.53725,-1.13267,0.851911,4.11126,4.38246,1.00683
159.219229025,-220.545,19.5246,-16.5991,10.2469,0.24433,-4.22211,-0.540637,-1.44791,-0.836496,2.8842,0.30365,1.26521,-1.31382,-4.45794,-7.34744,-5.73425,-2.76414,-2.33438,0.826934,2.2812,2.96828
159.242448980,-228.022,23.3259,-16.7087,10.2097,1.67863,-4.80319,-5.44508,1.70997,-0.80627,-1.97309,-3.18538,0.585118,0.643395,-6.65724,-8.45226,-5.71605,-2.87052,-0.248304,4.11644,1.81371,-0.358575
159.265668934,-238.373,21.3108,-15.4821,8.3592,-0.178238,-3.5959,-2.73769,-0.263803,-2.51405,-2.74195,-3.17724,1.17378,2.7296,-6.51207,-8.8627,-5.31654,-3.06157,-0.764353,3.73678,2.13922,-0.331648
159.288888889,-243.088,18.7655,-14.967,7.88691,-5.81239,-3.2379,-3.41866,0.422281,0.0743672,-0.932853,-4.22406,1.3173,2.27196,-5.95423,-7.08605,-4.59511,-1.43806,-0.462508,4.28462,3.84642,0.303489
159.312108844,-238.182,20.9118,-16.1486,7.57649,-1.72354,-1.07904,-2.48997,0.645326,-0.842623,1.37882,-1.46491,2.81872,2.98515,-6.08633,-4.76152,-2.69295,-1.16075,-0.0844799,3.10671,2.90737,0.152031
159.335328798,-249.454,19.2817,-16.6561,6.03333,-2.14878,-3.40524,-4.44292,0.969106,-1.37067,0.0384802,-0.405133,2.90508,0.18814,-6.20463,-4.92485,-3.12372,-3.95835,0.149325,4.07775,4.48349,-1.15956
159.358548753,-253.31,19.301,-19.7061,7.22483,3.11264,-2.87779,-6.47485,0.818963,1.11477,3.2211,-2.02331,3.04872,2.64052,-8.42133,-6.80787,-2.53447,-3.6136,-1.85718,3.91494,5.49848,-1.32537
159.381768707,-265.075,20.0821,-18.4074,11.0565,5.39622,-7.06427,-9.34146,1.89988,2.4327,4.10515,-1.7062,-0.508112,0.747025,-7.36394,-5.81045,-2.84933,-3.05626,-0.30271,3.62143,2.85959,-0.381752
159.404988662,-265.467,16.883,-17.3987,11.9981,2.90529,-5.59296,-7.42862,4.79443,3.3108,3.14261,-2.07617,-0.373639,1.61502,-7.60982,-8.7852,-3.7849,-2.44972,0.547789,3.15768,3.17199,1.81505
